;hh_number;factor;income;hh_structure;education;domicile_size;age;age_cat
2681;176009;530;19653.32;nuclear;Profesional completa;<2500;56;55-64
2682;176019;677;49213.16;ampliado;Primaria incompleta;<2500;74;65-74
2683;176025;5075;126784.13;ampliado;Profesional completa;15000-100000;59;55-64
2684;176034;788;11481.14;nuclear;Primaria completa;2500-15000;30;25-34
2685;176039;1387;11004.86;nuclear;Primaria completa;2500-15000;28;25-34
2686;176040;1387;9686.29;nuclear;Preparatoria incompleta;2500-15000;50;45-54
2687;176047;564;11581.44;unipersonal;Sin instruccion;>100000;75;>=75
2688;177005;898;30601.3;ampliado;Primaria completa;<2500;56;55-64
2689;177009;702;14681.42;ampliado;Primaria completa;<2500;70;65-74
2690;177010;702;13338.71;nuclear;Secundaria completa;<2500;52;45-54
2691;177017;963;89769.02;nuclear;Primaria completa;<2500;51;45-54
2692;177023;217;77292.2;nuclear;Profesional incompleta;2500-15000;52;45-54
2693;177028;555;10249.82;nuclear;Primaria incompleta;>100000;62;55-64
2694;177034;555;5334.52;nuclear;Secundaria completa;>100000;24;<25
2695;177038;959;98567.44;ampliado;Secundaria completa;<2500;34;25-34
2696;177056;1402;5469.9;nuclear;Primaria completa;15000-100000;67;65-74
2697;177059;1402;20460.62;ampliado;Secundaria completa;15000-100000;47;45-54
2698;177060;1402;12323.45;nuclear;Preparatoria incompleta;15000-100000;20;<25
2699;177060;1402;10027.36;nuclear;Primaria incompleta;15000-100000;69;65-74
2700;178005;528;80865.76;nuclear;Profesional completa;<2500;34;25-34
2701;178011;721;12264.77;nuclear;Secundaria completa;<2500;25;25-34
2702;178012;721;85873.66;ampliado;Primaria incompleta;<2500;76;>=75
2703;178027;836;83655.49;ampliado;Profesional completa;<2500;49;45-54
2704;178030;836;16030.42;nuclear;Secundaria completa;<2500;39;35-44
2705;178038;1550;43700.5;nuclear;Profesional completa;2500-15000;36;35-44
2706;178044;1032;22230.84;nuclear;Secundaria completa;2500-15000;33;25-34
2707;178049;1346;20506.87;nuclear;Primaria incompleta;15000-100000;41;35-44
2708;178053;1647;41669.06;nuclear;Profesional completa;15000-100000;37;35-44
2709;179002;1492;11191.05;nuclear;Primaria incompleta;<2500;27;25-34
2710;179018;859;20517.5;nuclear;Primaria incompleta;<2500;62;55-64
2711;179035;1613;9567.83;ampliado;Primaria incompleta;>100000;67;65-74
2712;179038;62;28743.84;nuclear;Primaria completa;2500-15000;37;35-44
2713;179048;2566;21860.01;nuclear;Primaria completa;2500-15000;75;>=75
2714;179050;2566;30186.64;nuclear;Secundaria completa;2500-15000;33;25-34
2715;179051;1346;98325.82;nuclear;Preparatoria incompleta;15000-100000;39;35-44
2716;179816;1270;58097.61;ampliado;Primaria incompleta;<2500;52;45-54
2717;179822;825;16998.33;ampliado;Sin instruccion;<2500;62;55-64
2718;179823;825;12484.14;nuclear;Secundaria completa;<2500;42;35-44
2719;181009;1334;19194.27;nuclear;Secundaria completa;15000-100000;51;45-54
2720;181020;402;27569.24;ampliado;Primaria incompleta;>100000;50;45-54
2721;181026;1080;10645.76;nuclear;Sin instruccion;<2500;33;25-34
2722;181028;660;13983.59;nuclear;Primaria incompleta;<2500;71;65-74
2723;181032;660;10291.72;nuclear;Preparatoria incompleta;<2500;21;<25
2724;181035;913;18160.1;nuclear;Primaria completa;<2500;32;25-34
2725;182001;312;30292.4;ampliado;Sin instruccion;>100000;51;45-54
2726;182009;1049;34480.55;ampliado;Sin instruccion;15000-100000;54;45-54
2727;182016;1334;12050.57;ampliado;Sin instruccion;15000-100000;76;>=75
2728;182018;1334;32323.98;nuclear;Secundaria completa;15000-100000;51;45-54
2729;182019;402;5146.87;nuclear;Sin instruccion;>100000;78;>=75
2730;182039;621;13531.12;nuclear;Sin instruccion;<2500;78;>=75
2731;183001;188;15615.54;ampliado;Primaria completa;>100000;66;65-74
2732;183010;188;9628.36;compuesto;Primaria completa;>100000;42;35-44
2733;183012;1049;21101.88;nuclear;Primaria completa;15000-100000;57;55-64
2734;183015;1049;61717.5;nuclear;Primaria incompleta;15000-100000;57;55-64
2735;183021;911;53209.02;ampliado;Secundaria completa;<2500;49;45-54
2736;183032;677;67364.08;nuclear;Secundaria completa;<2500;34;25-34
2737;183050;228;18666.84;nuclear;Primaria completa;>100000;60;55-64
2738;184001;627;13540.33;unipersonal;Primaria incompleta;>100000;66;65-74
2739;184010;1088;31383.32;nuclear;Secundaria completa;15000-100000;34;25-34
2740;184015;627;6450.49;nuclear;Primaria incompleta;>100000;57;55-64
2741;184018;627;3321.54;unipersonal;Primaria incompleta;>100000;58;55-64
2742;184019;627;4156.84;nuclear;Primaria completa;>100000;32;25-34
2743;184035;648;40237.41;nuclear;Secundaria completa;<2500;42;35-44
2744;185001;1519;50763.73;ampliado;Primaria incompleta;>100000;69;65-74
2745;185004;1519;27488.63;nuclear;Preparatoria completa;>100000;39;35-44
2746;185010;1519;7821.23;nuclear;Primaria incompleta;>100000;66;65-74
2747;185020;413;26948.11;ampliado;Primaria incompleta;>100000;59;55-64
2748;185022;413;100296.82;nuclear;Profesional completa;>100000;44;35-44
2749;185024;413;13786.5;ampliado;Primaria incompleta;>100000;58;55-64
2750;185039;1088;20054.45;compuesto;Primaria incompleta;15000-100000;57;55-64
2751;185045;634;52929.02;nuclear;Profesional completa;<2500;37;35-44
2752;186019;1609;4246.56;nuclear;Secundaria completa;>100000;36;35-44
2753;186039;1277;50457.03;unipersonal;Posgrado;<2500;31;25-34
2754;186041;990;9826.67;ampliado;Sin instruccion;15000-100000;76;>=75
2755;186042;990;12498.92;nuclear;Sin instruccion;15000-100000;63;55-64
2756;186043;990;32562.61;nuclear;Preparatoria incompleta;15000-100000;40;35-44
2757;187003;188;11881.75;nuclear;Primaria completa;>100000;31;25-34
2758;187004;188;10627.85;compuesto;Sin instruccion;>100000;58;55-64
2759;187006;188;8421.87;nuclear;Sin instruccion;>100000;41;35-44
2760;187008;188;6135.15;ampliado;Sin instruccion;>100000;60;55-64
2761;187022;1609;17597.78;nuclear;Primaria incompleta;>100000;36;35-44
2762;187026;1609;24068.38;nuclear;Sin instruccion;>100000;75;>=75
2763;187035;820;58927.95;ampliado;Primaria completa;<2500;82;>=75
2764;187039;592;70888.64;nuclear;Profesional completa;<2500;46;45-54
2765;188009;2329;18194.09;ampliado;Primaria incompleta;2500-15000;58;55-64
2766;188023;312;17466.59;nuclear;Primaria incompleta;>100000;55;55-64
2767;189009;1505;5066.23;nuclear;Primaria incompleta;>100000;74;65-74
2768;189019;1088;7200.57;unipersonal;Sin instruccion;15000-100000;87;>=75
2769;189020;1088;20847.61;nuclear;Primaria completa;15000-100000;56;55-64
2770;189022;627;6618.86;nuclear;Primaria incompleta;>100000;34;25-34
2771;189024;627;15315.68;unipersonal;Primaria incompleta;>100000;80;>=75
2772;189033;888;88323.73;nuclear;Secundaria completa;<2500;41;35-44
2773;189042;913;85006.76;ampliado;Secundaria completa;<2500;60;55-64
2774;191001;140;30622.87;nuclear;Primaria completa;>100000;76;>=75
2775;191003;140;25489.99;unipersonal;Primaria completa;>100000;81;>=75
2776;191016;2903;29538.8;nuclear;Profesional incompleta;2500-15000;41;35-44
2777;191024;4304;51732.84;nuclear;Secundaria completa;<2500;29;25-34
2778;191034;1995;8326.12;unipersonal;Primaria incompleta;2500-15000;52;45-54
2779;191035;1995;33345.91;ampliado;Sin instruccion;2500-15000;75;>=75
2780;191036;6426;20631.85;nuclear;Primaria incompleta;<2500;68;65-74
2781;191041;246;61104.63;nuclear;Profesional completa;>100000;48;45-54
2782;192010;4099;138307.68;nuclear;Profesional incompleta;<2500;39;35-44
2783;192014;1194;8584.89;unipersonal;Primaria incompleta;>100000;76;>=75
2784;192016;1194;43007.93;nuclear;Sin instruccion;>100000;69;65-74
2785;192018;1194;20928.35;ampliado;Primaria incompleta;>100000;56;55-64
2786;192025;1177;28884.98;nuclear;Secundaria completa;<2500;35;35-44
2787;192033;1171;12530.99;ampliado;Primaria completa;>100000;72;65-74
2788;192052;5459;45197.71;nuclear;Preparatoria completa;<2500;31;25-34
2789;192056;4417;118605.98;ampliado;Profesional incompleta;<2500;59;55-64
2790;193002;697;7227.85;nuclear;Primaria completa;>100000;38;35-44
2791;193006;697;5048.09;nuclear;Secundaria completa;>100000;32;25-34
2792;193009;697;16625.27;nuclear;Primaria completa;>100000;42;35-44
2793;193021;1995;7749.12;nuclear;Primaria completa;2500-15000;65;65-74
2794;193023;1995;30064.59;nuclear;Secundaria completa;2500-15000;45;45-54
2795;193030;4287;7601.89;unipersonal;Preparatoria completa;<2500;81;>=75
2796;193034;4287;20017.92;nuclear;Secundaria completa;<2500;70;65-74
2797;193036;3757;9325.85;nuclear;Sin instruccion;<2500;34;25-34
2798;193036;3757;12027.83;nuclear;Primaria incompleta;<2500;32;25-34
2799;193041;4057;24680.84;nuclear;Secundaria completa;<2500;49;45-54
2800;193043;4057;10329.03;ampliado;Secundaria completa;<2500;69;65-74
2801;193046;3877;47546.84;ampliado;Preparatoria incompleta;<2500;67;65-74
2802;194004;1171;92754.65;nuclear;Preparatoria completa;2500-15000;48;45-54
2803;194008;2903;25038.71;unipersonal;Secundaria completa;2500-15000;28;25-34
2804;194011;4260;41361.52;nuclear;Primaria incompleta;<2500;64;55-64
2805;194017;4577;49356.56;ampliado;Primaria incompleta;<2500;54;45-54
2806;194024;1171;23440.08;unipersonal;Primaria incompleta;>100000;60;55-64
2807;194046;4700;138960.43;ampliado;Secundaria incompleta;<2500;47;45-54
2808;194050;4700;24196.8;nuclear;Preparatoria incompleta;<2500;22;<25
2809;195020;2903;18500.24;nuclear;Primaria completa;2500-15000;53;45-54
2810;195023;1102;19743.61;nuclear;Secundaria incompleta;<2500;37;35-44
2811;195025;1102;14539.49;nuclear;Secundaria completa;<2500;37;35-44
2812;195032;6671;57671.72;ampliado;Primaria completa;<2500;76;>=75
2813;195040;4354;36098.05;nuclear;Secundaria completa;15000-100000;48;45-54
2814;195050;5165;47278.25;unipersonal;Profesional incompleta;<2500;43;35-44
2815;196003;4790;29745.82;nuclear;Primaria completa;<2500;53;45-54
2816;196005;4790;22867.24;nuclear;Secundaria completa;<2500;20;<25
2817;196007;140;47824.89;nuclear;Primaria incompleta;>100000;75;>=75
2818;196008;140;28863.41;nuclear;Secundaria completa;>100000;34;25-34
2819;196011;140;40409.7;nuclear;Primaria completa;>100000;40;35-44
2820;196028;5221;11844.73;ampliado;Secundaria completa;<2500;60;55-64
2821;196030;5221;38990.8;nuclear;Primaria incompleta;<2500;31;25-34
2822;196035;4033;38322.58;ampliado;Preparatoria completa;<2500;51;45-54
2823;196050;4600;9651.23;ampliado;Primaria incompleta;<2500;63;55-64
2824;197010;802;58268.11;nuclear;Secundaria completa;15000-100000;31;25-34
2825;197012;3783;86735.31;nuclear;Secundaria completa;<2500;63;55-64
2826;197014;3783;15938.36;unipersonal;Primaria incompleta;<2500;69;65-74
2827;197038;1995;16908.38;ampliado;Primaria completa;2500-15000;37;35-44
2828;197046;3475;66959.93;ampliado;Sin instruccion;<2500;60;55-64
2829;198027;941;5572.33;unipersonal;Primaria incompleta;>100000;63;55-64
2830;198031;941;12902.97;nuclear;Primaria completa;>100000;77;>=75
2831;198033;6031;83923.09;nuclear;Profesional completa;<2500;31;25-34
2832;198037;9407;57835.6;nuclear;Profesional completa;<2500;51;45-54
2833;198044;4105;30086.81;ampliado;Sin instruccion;<2500;68;65-74
2834;198047;5208;55612.35;coresidente;Preparatoria completa;<2500;21;<25
2835;198051;5208;25709.2;nuclear;Secundaria completa;<2500;58;55-64
2836;199011;1194;18939.1;nuclear;Profesional completa;>100000;49;45-54
2837;199014;1194;43453.51;nuclear;Secundaria completa;>100000;48;45-54
2838;199016;1194;32547.75;nuclear;Profesional incompleta;>100000;40;35-44
2839;199022;802;18903.83;nuclear;Sin instruccion;15000-100000;58;55-64
2840;199027;7062;134595.45;nuclear;Preparatoria completa;<2500;33;25-34
2841;199035;3769;21227.7;ampliado;Secundaria completa;<2500;48;45-54
2842;199044;3410;14497.91;ampliado;Secundaria completa;<2500;48;45-54
2843;201007;454;25280.54;nuclear;Primaria completa;2500-15000;40;35-44
2844;201018;434;21914.79;ampliado;Primaria incompleta;<2500;59;55-64
2845;201020;434;148342.43;nuclear;Profesional completa;<2500;32;25-34
2846;201021;571;46361.61;nuclear;Profesional completa;<2500;38;35-44
2847;201024;571;39536.37;nuclear;Profesional completa;<2500;40;35-44
2848;201030;508;47369.85;nuclear;Primaria completa;<2500;58;55-64
2849;201051;1861;12111.73;ampliado;Primaria incompleta;>100000;59;55-64
2850;201058;960;4682.14;unipersonal;Sin instruccion;>100000;78;>=75
2851;201064;751;13024.23;nuclear;Secundaria completa;>100000;24;<25
2852;201069;751;4598.36;nuclear;Sin instruccion;>100000;85;>=75
2853;201070;751;8549.5;nuclear;Primaria completa;>100000;62;55-64
2854;201073;751;3331.84;nuclear;Sin instruccion;>100000;74;65-74
2855;201090;760;20602.9;nuclear;Primaria completa;>100000;28;25-34
2856;201105;1472;18903.07;nuclear;Secundaria completa;15000-100000;32;25-34
2857;201106;1472;45500.99;nuclear;Secundaria completa;15000-100000;60;55-64
2858;201110;3960;78656.89;ampliado;Primaria completa;15000-100000;44;35-44
2859;201111;3960;17993.56;nuclear;Secundaria incompleta;15000-100000;39;35-44
2860;202001;350;25712.24;ampliado;Primaria completa;15000-100000;68;65-74
2861;202002;350;69834.39;ampliado;Primaria incompleta;15000-100000;69;65-74
2862;202008;333;44058.39;coresidente;Profesional completa;15000-100000;36;35-44
2863;202017;2815;30624.08;ampliado;Primaria completa;>100000;59;55-64
2864;202029;314;52300.58;nuclear;Profesional completa;<2500;59;55-64
2865;202033;387;15975.94;unipersonal;Preparatoria completa;<2500;36;35-44
2866;202033;387;57693.32;unipersonal;Profesional completa;<2500;24;<25
2867;202034;387;62766.26;nuclear;Secundaria completa;<2500;65;65-74
2868;202045;257;21783.23;nuclear;Primaria completa;2500-15000;74;65-74
2869;202050;295;36028.47;nuclear;Preparatoria completa;2500-15000;25;25-34
2870;202053;960;6593.63;nuclear;Sin instruccion;>100000;27;25-34
2871;202070;751;4481.45;nuclear;Secundaria completa;>100000;33;25-34
2872;202072;751;3739.42;nuclear;Sin instruccion;>100000;68;65-74
2873;202091;493;7312.5;ampliado;Primaria incompleta;>100000;72;65-74
2874;202092;493;3296.83;ampliado;Primaria incompleta;>100000;69;65-74
2875;202099;603;34001.6;unipersonal;Profesional completa;2500-15000;33;25-34
2876;202102;480;48081.1;ampliado;Secundaria completa;2500-15000;60;55-64
2877;202105;480;11997.58;nuclear;Primaria incompleta;2500-15000;24;<25
2878;202112;3960;16055.7;nuclear;Secundaria completa;15000-100000;38;35-44
2879;203014;712;18036.73;nuclear;Preparatoria completa;<2500;29;25-34
2880;203017;215;48091.35;unipersonal;Primaria completa;<2500;66;65-74
2881;203019;215;66003.25;nuclear;Profesional completa;<2500;65;65-74
2882;203026;487;10434.89;nuclear;Primaria incompleta;15000-100000;66;65-74
2883;203030;487;5897.98;nuclear;Primaria completa;15000-100000;35;35-44
2884;203035;455;5171.1;nuclear;Primaria incompleta;>100000;75;>=75
2885;203039;455;4103.39;unipersonal;Sin instruccion;>100000;51;45-54
2886;203041;455;5443.29;nuclear;Primaria completa;>100000;36;35-44
2887;203050;800;19553.08;nuclear;Sin instruccion;>100000;57;55-64
2888;203053;800;26451.28;nuclear;Primaria completa;>100000;54;45-54
2889;203069;1861;28128.85;ampliado;Preparatoria incompleta;>100000;19;<25
2890;203071;1861;12017.77;nuclear;Primaria incompleta;>100000;81;>=75
2891;203078;280;24414.65;ampliado;Primaria incompleta;15000-100000;54;45-54
2892;203080;339;10913.77;nuclear;Primaria completa;2500-15000;74;65-74
2893;203090;1048;41437.05;ampliado;Primaria incompleta;2500-15000;53;45-54
2894;203118;1472;22069.53;ampliado;Primaria completa;15000-100000;34;25-34
2895;204011;484;19710.34;ampliado;Secundaria completa;<2500;46;45-54
2896;204033;487;45046.4;nuclear;Secundaria completa;15000-100000;58;55-64
2897;204040;1881;15434.55;nuclear;Primaria incompleta;>100000;36;35-44
2898;204050;830;10164.7;nuclear;Sin instruccion;>100000;32;25-34
2899;204056;830;24897.51;nuclear;Primaria incompleta;>100000;39;35-44
2900;204057;830;5454.37;nuclear;Sin instruccion;>100000;38;35-44
2901;204059;345;9678.72;nuclear;Primaria completa;15000-100000;30;25-34
2902;204059;345;8239.01;nuclear;Secundaria completa;15000-100000;32;25-34
2903;204060;345;391577.92;nuclear;Primaria completa;15000-100000;59;55-64
2904;204061;345;55563.99;ampliado;Secundaria completa;15000-100000;29;25-34
2905;204083;455;4970.46;nuclear;Primaria incompleta;15000-100000;51;45-54
2906;204085;1955;10082.05;ampliado;Sin instruccion;2500-15000;88;>=75
2907;204089;1749;95627.97;ampliado;Posgrado;2500-15000;63;55-64
2908;204091;1749;21978.84;nuclear;Sin instruccion;2500-15000;78;>=75
2909;204094;1705;14190.5;nuclear;Primaria incompleta;>100000;59;55-64
2910;204096;1705;12864.64;nuclear;Primaria incompleta;>100000;47;45-54
2911;204108;159;25356.26;nuclear;Preparatoria completa;2500-15000;27;25-34
2912;204117;1334;19529.88;ampliado;Primaria incompleta;>100000;74;65-74
2913;204122;1334;14543.35;nuclear;Primaria completa;>100000;30;25-34
2914;205002;350;21439.19;ampliado;Primaria completa;15000-100000;56;55-64
2915;205004;350;22440.91;ampliado;Primaria incompleta;15000-100000;72;65-74
2916;205011;340;11645.62;nuclear;Sin instruccion;15000-100000;68;65-74
2917;205016;752;25268.54;nuclear;Primaria incompleta;<2500;34;25-34
2918;205019;752;13035.46;nuclear;Primaria completa;<2500;73;65-74
2919;205026;452;23610.93;nuclear;Primaria completa;<2500;40;35-44
2920;205032;379;102277.64;nuclear;Posgrado;<2500;47;45-54
2921;205036;401;22536.17;ampliado;Sin instruccion;2500-15000;58;55-64
2922;205039;401;11781.99;nuclear;Sin instruccion;2500-15000;60;55-64
2923;205046;155;23112.76;nuclear;Primaria incompleta;2500-15000;40;35-44
2924;205049;155;21087.25;nuclear;Primaria completa;2500-15000;39;35-44
2925;205058;2047;8157.13;nuclear;Secundaria completa;>100000;32;25-34
2926;205059;2047;10041.28;nuclear;Primaria completa;>100000;56;55-64
2927;205061;2047;9701.34;nuclear;Primaria incompleta;>100000;53;45-54
2928;205068;576;10028.74;nuclear;Primaria completa;>100000;29;25-34
2929;205082;1623;10077.34;nuclear;Primaria completa;>100000;35;35-44
2930;205085;1623;29821.93;nuclear;Primaria incompleta;>100000;59;55-64
2931;205086;1348;6369.29;ampliado;Primaria completa;>100000;88;>=75
2932;205093;1348;6109.58;nuclear;Primaria incompleta;>100000;60;55-64
2933;205095;1348;16914.91;nuclear;Primaria incompleta;>100000;33;25-34
2934;206009;454;9681.36;unipersonal;Sin instruccion;2500-15000;85;>=75
2935;206013;593;126643.89;ampliado;Profesional completa;<2500;53;45-54
2936;206016;607;55837.57;ampliado;Primaria completa;<2500;62;55-64
